* Source file = tweeter no filter.pir
* Impulse length = 65536
* Sample rate = 48000
* Scale type = Pa
* Left window = 0 ms, Rectangular
* Reference time = 2,5 ms
* Right window = 5,021 ms, Tukey 0.25
* FFT length = 32768
* Smoothing = None
* Calibration = MM1CDU_allein_00d.txt
* Scale = 0.0 dB
* (fixture: every 8th point of the ARTA export, KOAN test-filter session 15 Aug 2026)
Freq[Hz]     dBSPL  Phase[Deg]
6124.512   139.517   141.013
6136.230   139.521   139.296
6147.949   139.527   137.574
6159.668   139.536   135.846
6171.387   139.550   134.105
6183.105   139.566   132.346
6194.824   139.587   130.564
6206.543   139.610   128.754
6218.262   139.635   126.911
6229.980   139.662   125.030
6241.699   139.689   123.108
6253.418   139.716   121.145
6265.137   139.740   119.138
6276.855   139.763   117.091
6288.574   139.781   115.005
6300.293   139.794   112.884
6312.012   139.800   110.735
6323.730   139.800   108.564
6335.449   139.793   106.379
6347.168   139.778   104.187
6358.887   139.754   101.997
6370.605   139.723    99.818
6382.324   139.684    97.659
6394.043   139.638    95.528
6405.762   139.585    93.432
6417.480   139.527    91.380
6429.199   139.463    89.376
6440.918   139.397    87.425
6452.637   139.328    85.531
6464.355   139.259    83.696
6476.074   139.190    81.921
6487.793   139.123    80.204
6499.512   139.059    78.543
6511.230   139.000    76.935
6522.949   138.948    75.372
6534.668   138.902    73.850
6546.387   138.863    72.361
6558.105   138.833    70.897
6569.824   138.812    69.448
6581.543   138.800    68.006
6593.262   138.798    66.563
6604.980   138.803    65.109
6616.699   138.818    63.637
6628.418   138.840    62.138
6640.137   138.870    60.605
6651.855   138.904    59.032
6663.574   138.944    57.414
6675.293   138.988    55.747
6687.012   139.036    54.027
6698.730   139.085    52.254
6710.449   139.135    50.426
6722.168   139.184    48.544
6733.887   139.232    46.609
6745.605   139.277    44.625
6757.324   139.317    42.595
6769.043   139.353    40.524
6780.762   139.384    38.417
6792.480   139.408    36.280
6804.199   139.427    34.119
6815.918   139.438    31.942
6827.637   139.443    29.755
6839.355   139.442    27.565
6851.074   139.433    25.378
6862.793   139.418    23.200
6874.512   139.398    21.038
6886.230   139.372    18.895
6897.949   139.342    16.777
6909.668   139.308    14.685
6921.387   139.271    12.623
6933.105   139.232    10.591
6944.824   139.192     8.590
6956.543   139.151     6.620
6968.262   139.110     4.679
6979.980   139.069     2.764
6991.699   139.030     0.874
7003.418   138.993    -0.994
7015.137   138.957    -2.844
7026.855   138.924    -4.678
7038.574   138.893    -6.500
7050.293   138.864    -8.311
7062.012   138.838   -10.115
7073.730   138.813   -11.912
7085.449   138.791   -13.705
7097.168   138.771   -15.495
7108.887   138.753   -17.282
7120.605   138.737   -19.067
7132.324   138.723   -20.851
7144.043   138.712   -22.635
7155.762   138.702   -24.419
7167.480   138.695   -26.205
7179.199   138.690   -27.994
7190.918   138.688   -29.789
7202.637   138.689   -31.591
7214.355   138.692   -33.403
7226.074   138.698   -35.229
7237.793   138.706   -37.072
7249.512   138.716   -38.934
7261.230   138.729   -40.820
7272.949   138.742   -42.732
7284.668   138.757   -44.672
7296.387   138.772   -46.642
7308.105   138.786   -48.645
7319.824   138.799   -50.679
7331.543   138.810   -52.744
7343.262   138.818   -54.840
7354.980   138.823   -56.964
7366.699   138.824   -59.112
7378.418   138.819   -61.282
7390.137   138.810   -63.467
7401.855   138.795   -65.664
7413.574   138.774   -67.867
7425.293   138.746   -70.070
7437.012   138.713   -72.266
7448.730   138.674   -74.451
7460.449   138.631   -76.619
7472.168   138.583   -78.765
7483.887   138.531   -80.884
7495.605   138.474   -82.972
7507.324   138.415   -85.027
7519.043   138.354   -87.046
7530.762   138.291   -89.029
7542.480   138.227   -90.976
7554.199   138.164   -92.887
7565.918   138.103   -94.765
7577.637   138.044   -96.614
7589.355   137.988   -98.435
7601.074   137.934  -100.234
7612.793   137.883  -102.015
7624.512   137.835  -103.782
7636.230   137.791  -105.539
7647.949   137.749  -107.291
7659.668   137.710  -109.041
7671.387   137.673  -110.792
7683.105   137.639  -112.545
7694.824   137.606  -114.302
7706.543   137.574  -116.064
7718.262   137.542  -117.831
7729.980   137.511  -119.601
7741.699   137.480  -121.374
7753.418   137.449  -123.148
7765.137   137.418  -124.922
7776.855   137.385  -126.692
7788.574   137.353  -128.456
7800.293   137.320  -130.214
7812.012   137.286  -131.961
7823.730   137.252  -133.696
7835.449   137.219  -135.419
7847.168   137.186  -137.126
7858.887   137.154  -138.818
7870.605   137.123  -140.494
7882.324   137.095  -142.155
7894.043   137.068  -143.801
7905.762   137.046  -145.435
7917.480   137.028  -147.059
7929.199   137.013  -148.676
7940.918   137.001  -150.290
7952.637   136.994  -151.904
7964.355   136.992  -153.525
7976.074   136.993  -155.155
7987.793   136.997  -156.801
7999.512   137.006  -158.465
8011.230   137.016  -160.151
8022.949   137.031  -161.863
8034.668   137.046  -163.601
8046.387   137.062  -165.367
8058.105   137.078  -167.160
8069.824   137.093  -168.980
8081.543   137.107  -170.822
8093.262   137.118  -172.685
8104.980   137.126  -174.564
8116.699   137.132  -176.455
8128.418   137.135  -178.353
8140.137   137.135   179.748
8151.855   137.132   177.850
8163.574   137.126   175.959
8175.293   137.118   174.077
8187.012   137.110   172.206
8198.730   137.100   170.348
8210.449   137.090   168.503
8222.168   137.080   166.669
8233.887   137.071   164.845
8245.605   137.063   163.027
8257.324   137.057   161.213
8269.043   137.052   159.399
8280.762   137.049   157.582
8292.480   137.046   155.759
8304.199   137.045   153.929
8315.918   137.043   152.088
8327.637   137.041   150.239
8339.355   137.039   148.382
8351.074   137.035   146.519
8362.793   137.030   144.653
8374.512   137.023   142.787
8386.230   137.014   140.926
8397.949   137.004   139.073
8409.668   136.994   137.231
8421.387   136.982   135.404
8433.105   136.972   133.593
8444.824   136.962   131.797
8456.543   136.955   130.014
8468.262   136.951   128.243
8479.980   136.950   126.476
8491.699   136.953   124.709
8503.418   136.961   122.934
8515.137   136.972   121.143
8526.855   136.987   119.328
8538.574   137.005   117.483
8550.293   137.025   115.601
8562.012   137.046   113.678
8573.730   137.066   111.712
8585.449   137.084   109.703
8597.168   137.099   107.654
8608.887   137.108   105.568
8620.605   137.112   103.452
8632.324   137.108   101.314
8644.043   137.097    99.164
8655.762   137.077    97.012
8667.480   137.049    94.869
8679.199   137.014    92.746
8690.918   136.971    90.653
8702.637   136.922    88.600
8714.355   136.868    86.594
8726.074   136.812    84.640
8737.793   136.753    82.741
8749.512   136.695    80.897
8761.230   136.640    79.106
8772.949   136.588    77.360
8784.668   136.542    75.653
8796.387   136.502    73.972
8808.105   136.469    72.307
8819.824   136.443    70.643
8831.543   136.423    68.971
8843.262   136.409    67.278
8854.980   136.399    65.555
8866.699   136.392    63.799
8878.418   136.385    62.004
8890.137   136.377    60.173
8901.855   136.366    58.309
8913.574   136.351    56.418
8925.293   136.331    54.511
8937.012   136.304    52.597
8948.730   136.270    50.690
8960.449   136.229    48.803
8972.168   136.183    46.948
8983.887   136.131    45.138
8995.605   136.076    43.382
9007.324   136.019    41.689
9019.043   135.963    40.062
9030.762   135.911    38.502
9042.480   135.864    37.005
9054.199   135.826    35.563
9065.918   135.797    34.164
9077.637   135.781    32.791
9089.355   135.778    31.427
9101.074   135.787    30.051
9112.793   135.809    28.645
9124.512   135.842    27.191
9136.230   135.884    25.674
9147.949   135.933    24.082
9159.668   135.986    22.410
9171.387   136.040    20.655
9183.105   136.093    18.818
9194.824   136.142    16.906
9206.543   136.185    14.928
9218.262   136.220    12.896
9229.980   136.245    10.823
9241.699   136.261     8.724
9253.418   136.267     6.614
9265.137   136.263     4.508
9276.855   136.250     2.419
9288.574   136.228     0.359
9300.293   136.201    -1.660
9312.012   136.168    -3.633
9323.730   136.133    -5.555
9335.449   136.097    -7.425
9347.168   136.062    -9.245
9358.887   136.031   -11.021
9370.605   136.005   -12.762
9382.324   135.984   -14.480
9394.043   135.971   -16.186
9405.762   135.965   -17.894
9417.480   135.966   -19.615
9429.199   135.972   -21.362
9440.918   135.982   -23.142
9452.637   135.994   -24.961
9464.355   136.006   -26.822
9476.074   136.017   -28.724
9487.793   136.024   -30.663
9499.512   136.028   -32.634
9511.230   136.025   -34.626
